"game_id","season","season_type","home_team_name","away_team_name"
"401267676",2021,2,"Orlando","Utah"
"401267677",2021,2,"Washington","Minnesota"
"401267678",2021,2,"Oklahoma City","Denver"
"401267679",2021,2,"Brooklyn","Dallas"
"401267680",2021,2,"Milwaukee","LA"
"401267681",2021,2,"Detroit","New York"
"401267682",2021,2,"Miami","Atlanta"
"401267684",2021,2,"Boston","Washington"
"401267685",2021,2,"Houston","Memphis"
"401267686",2021,2,"Minnesota","Phoenix"
"401267687",2021,2,"Los Angeles","Golden State"
"401267688",2021,2,"Sacramento","Charlotte"
"401267689",2021,2,"Orlando","Dallas"
"401267690",2021,2,"Philadelphia","Indiana"
"401267691",2021,2,"Chicago","Denver"
"401267692",2021,2,"Houston","Cleveland"
"401267693",2021,2,"New Orleans","Utah"
"401267694",2021,2,"San Antonio","Brooklyn"
"401267695",2021,2,"Portland","Charlotte"
"401267696",2021,2,"Washington","Memphis"
"401267697",2021,2,"Boston","LA"
"401267698",2021,2,"Miami","Atlanta"
"401267700",2021,2,"Milwaukee","Denver"
"401267701",2021,2,"San Antonio","New York"
"401267702",2021,2,"Los Angeles","Phoenix"
"401267703",2021,2,"Cleveland","Indiana"
"401267704",2021,2,"Orlando","Atlanta"
"401267705",2021,2,"Philadelphia","Utah"
"401267706",2021,2,"Houston","Brooklyn"
"401267707",2021,2,"Minnesota","Charlotte"
"401267708",2021,2,"New Orleans","Chicago"
"401267709",2021,2,"Dallas","Oklahoma City"
"401267710",2021,2,"Portland","Golden State"
"401267711",2021,2,"Sacramento","Los Angeles"
"401267712",2021,2,"Boston","Toronto"
"401267713",2021,2,"Indiana","Denver"
"401267714",2021,2,"Washington","LA"
"401267715",2021,2,"Memphis","Milwaukee"
"401267716",2021,2,"San Antonio","Oklahoma City"
"401267717",2021,2,"New Orleans","Miami"
"401267718",2021,2,"Portland","Sacramento"
"401282283",2021,2,"Washington","Portland"
"401282286",2021,2,"Charlotte","Washington"
"401282752",2021,2,"Washington","Boston"
"401282833",2021,2,"Detroit","New Orleans"
"401283399",2021,2,"Memphis","Oklahoma City"
"401283400",2021,2,"Phoenix","Golden State"
"401297409",2021,2,"Cleveland","Denver"
"401299015",2021,2,"Chicago","Detroit"
"401302775",2021,2,"New York","Detroit"
"401306581",2021,2,"Team Durant","Team LeBron"
"401307309",2021,2,"Memphis","Washington"
"401307310",2021,2,"Dallas","San Antonio"
"401307311",2021,2,"Charlotte","Detroit"
"401307312",2021,2,"Brooklyn","Boston"
"401307353",2021,2,"Toronto","Atlanta"
"401307354",2021,2,"Miami","Orlando"
"401307355",2021,2,"Chicago","Philadelphia"
"401307356",2021,2,"Milwaukee","New York"
"401307357",2021,2,"New Orleans","Minnesota"
"401307358",2021,2,"Oklahoma City","Dallas"
"401307359",2021,2,"LA","Golden State"
"401307360",2021,2,"Portland","Phoenix"
"401307361",2021,2,"Sacramento","Houston"
"401307362",2021,2,"Washington","Philadelphia"
"401307363",2021,2,"Memphis","Denver"
"401307364",2021,2,"New Orleans","Cleveland"
"401307365",2021,2,"Chicago","Miami"
"401307366",2021,2,"San Antonio","Orlando"
"401307367",2021,2,"Utah","Houston"
"401307368",2021,2,"Los Angeles","Indiana"
"401307369",2021,2,"Oklahoma City","New York"
"401307370",2021,2,"Brooklyn","Detroit"
"401307371",2021,2,"Charlotte","Toronto"
"401307372",2021,2,"Washington","Milwaukee"
"401307373",2021,2,"Atlanta","Sacramento"
"401307374",2021,2,"Minnesota","Portland"
"401307375",2021,2,"Denver","Dallas"
